nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT05177640,"Conduct a first-in-human study in healthy volunteers to show safety, biodistribution and dosimetry of \[99mTc\]Duramycin.",DRUG,121,18,0,0,0.0,0.0
NCT00003540,RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.  PURPOSE: Phase II trial to study the effectiveness of gemcitabine in treating women with metastatic breast cancer previously treated with doxorubicin and paclitaxel.,DRUG,286,43,0,0,0.0,0.0
NCT01203540,"Multicentre, Double blind, Randomized, Comparative Study(comparing N-acetyl-aspartyl-glutamic acid(NAAGA) in Abak preservative free device versus SALINE in Abak preservative free device.  Evaluation of the effects and safety of NAABAK® through inflammation markers and symptoms in patients with allergic conjunctivitis and dry eye syndrome after 3 months treatment.  The patients will attend 4 visits.",DRUG,401,55,0,0,0.0,0.0
NCT05194189,"In this multicenter, randomized, single-blind, placebo-controlled clinical trial. Patients will be randomly assigned to receive Vitamin C or placebo for 4 days or until ICU discharge (whatever come first). The primary outcome is 28-day all-cause mortality.",DRUG,256,38,0,0,0.0,0.0
NCT00004889,RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells.  PURPOSE: Phase II trial to study the effectiveness of rituximab in treating patients who have Waldenstrom's macroglobulinemia.,BIOLOGICAL,278,39,0,1,0.0,0.02564102564102564
NCT00199368,"This is a 1-year, open-label, long-term safety extension for patients who have completed prior istradefylline studies 6002-EU-007, 6002-US-013 or 6002-US-018.",DRUG,158,22,0,0,0.0,0.0
NCT02222168,To evaluate the effect of food on the pharmacokinetics of BI 409306 and to investigate the pharmacokinetics of BI 409306 when given at bed time.,DRUG,144,23,1,0,0.043478260869565216,0.0
NCT00095550,"The purpose of this clinical research is to learn if moderate hypertension can be better controlled by initially treating with a combination of drugs (Irbesartan/HCTZ), in patients who are unlikely to achieve blood pressure (B/P) control with only one drug. In addition, the study will also evaluate the safety and tolerability of the drugs.",DRUG,341,56,2,0,0.03571428571428571,0.0
NCT04754750,"Schizophrenia is a chronic and severe psychiatric disorder, these patients suffer from positive symptoms, negative symptoms and cognitive deficits, of which working memory problems are considered a central cognitive impairment. Atypical antipsychotics are believed to have a superior effect in reducing both positive and negative symptoms of schizophrenia, coupled with a low risk of extrapyramidal symptoms. Particularly, 2nd-generation antipsychotic medications are commonly used in treatment of schizophrenia. An antipsychotic drug, Paliperidone palmitate (PDP), is administered to patients with schizophrenia as injections at one-month (PP1M) or three-month (PP3M) intervals. This study was compare the effects of treatment, social function, and side effects between PP1M and PP3M in patients with schizophrenia. Moreover, the changes of cognitive and lipid profile between two PDP were also explored. Firstly, participants were received the one month long-acting injection (PP1M) three months. Then, the stable participants were shifted to the three month long-acting injection (PP3M). Concomitant medications were allowed to prescribe except other antipsychotics. Outcome measurements were 20-item Toronto Alexithymia Scale (TAS-20), 45-itme quality of life for mental disorder (QOLMD), Short-version of the Udvalg for Kliniske Undersogelser (short-version UKU), and Wisconsin Card Sorting test (WCST). These measurements were performed every three-month except WCST which was performed every six-month. The different effects of PP1M and PP3M will be expected to find out in this study.",DRUG,1592,234,0,0,0.0,0.0
NCT01732250,The purpose of this study is to determine whether the addition of meropenem to colistin is better than colistin alone in the treatment of clinically significant infections caused by multi-drug resistant bacteria,DRUG,211,33,1,0,0.030303030303030304,0.0
NCT02447250,"The purpose of this study is to help determine the best dose of inhaled albuterol sulfate in premature babies at risk of developing bronchopulmonary dysplasia (BPD). BPD is the chronic lung disease of prematurity and is associated with increased morbidity and mortality, longer hospital stays, and increased healthcare utilization. Albuterol is an inhaled medication frequently used in premature infants with chronic lung disease and in people with asthma. It is believed to be safe, but the optimal dose for infants is not clear. The investigators hypothesize that albuterol may help a subset of premature infants with lung disease, but they need to determine the best dose prior to doing research about how effective it is for chronic lung disease/BPD. Response to each of three doses of albuterol will be measure using pulmonary function tests.",DRUG,847,135,1,1,0.007407407407407408,0.007407407407407408
NCT04509674,"This is a study in adults who had a heart attack (myocardial infarction). The purpose of this study is to find out whether a medicine called empagliflozin helps to lower the chances of having to go to the hospital for heart failure and whether it lowers the chances of dying from cardiovascular disease.  People who are in hospital may join the study soon after being treated for their heart attack. Participants are put into 2 groups by chance. One group takes 1 empagliflozin tablet a day. The other group takes 1 placebo tablet a day. Placebo tablets look like empagliflozin tablets but do not contain any medicine. All participants continue their standard treatment. Empagliflozin belongs to a class of medicines known as SGLT-2 inhibitors. Empagliflozin is a medicine that helps people with type 2 diabetes to lower their blood sugar. Researchers think that empagliflozin might also help people after heart attack who are at risk for heart failure, whether or not they have diabetes.  Participants are in the study for about 1 to 2 years. During this time, there are about 4 visits inperson, 2 visits are done either by phone or by use of an mobile application. Results between the empagliflozin and placebo groups are compared. The doctors also regularly check the general health of the participants.",DRUG,1306,210,5,4,0.023809523809523808,0.01904761904761905
NCT03806374,To compare between fentanyl group and ketamine lidocaine group for induction of anesthesia as regards hemodynamics and smooth intubation.,DRUG,137,19,0,0,0.0,0.0
NCT00328718,"This study is being conducted to demonstrate the superior clinical effectiveness of Salmeterol/Fluticasone Propionate compared to montelukast in the management of persistent asthma in children aged 6-14 years, and to assess the effect of each treatment \[Salmeterol/Fluticasone Propionate (50/100 mcg) and montelukast (5 mg)\] on lung function, asthma control, Health Outcomes including the child's quality of life as measured by Paediatric Asthma Quality of Life Questionnaire (PAQLQ) and the caregiver's quality of life as measured by Paediatric Asthma Caregiver's Quality of Life Questionnaire (PACQLQ) at selected centers where a valid translation is available.",DRUG,665,92,1,0,0.010869565217391304,0.0
NCT01775618,"Hemophilia A is an inherited blood disorder in which one protein, Factor VIII, needed to form blood clots is missing or not present in sufficient levels. Hemophilia A causes the clotting process to be slowed and the person experiences bleeds causing serious problems that could lead to disability. The current standard treatment for severe hemophilia A is infusion of FVIII to stop bleeding, or regular scheduled treatment to prevent bleeds from occuring. Due to the short half-life of FVIII, prophylaxis may require treatment as often as every other day.  In this trial safety and efficacy of a long-acting recombinant Factor VIII molecule is being evaluated in 50 male subjects, \< 12 years of age, with severe Hemophilia A. These subjects will receive open label treatment with long-acting rFVIII for approximately 6 months (or longer until 50 exposure days) on a regular schedule at least once every 7-days. Doses and dose intervals may be adapted to the subject's clinical need. A second group of patients will receive open label treatment with the same drug for 12 weeks on a regular schedule of 2x/week. Patients will attend the treatment center for routine blood samples and will be required to keep an electronic diary.  Subjects will be offered participation in an optional extension study to collect observations for at least an additional 50 exposure days.",BIOLOGICAL,1368,219,4,1,0.0182648401826484,0.0045662100456621
NCT00361010,"Childhood absence epilepsy (CAE) is a form of generalized epilepsy syndrome. Clinically these seizures are manifest with a sudden, brief (3-15 second) loss of awareness followed by a quick recovery to baseline. Keppra (levetiracetam) is approved by the U.S. Food and Drug Administration (FDA) to treat partial seizures in adults. It is currently being studied in children with partial seizures. Absence seizures can be difficult to detect clinically, therefore the response to therapy will be determined both by clinical observation and by 24 hour EEG recordings. The researchers hope that with this information they will learn how well it works for the treatment of childhood absence epilepsy and at what dose. This is an open-label, dose-ranging pilot study of levetiracetam in subjects with newly diagnosed childhood absence epilepsy. Approximately 20 patients will be needed to study effectiveness and dose requirements. Subjects must not be on any antiepileptic medication at the time of entry into the study. Male and female subjects from the ages of 4 to 10 years of age may participate.",DRUG,1094,170,2,5,0.011764705882352941,0.029411764705882353
NCT05398913,Randomized placebo-controlled safety and feasibility study with crossover design (3 arms). Placebo or Rimonabant 2.5mg or Rimonabant 5mg will be administered for 5 days. Exploratory efficacy will be tested using six-min walking test.,DRUG,233,33,0,0,0.0,0.0
NCT02845713,"The study will be an open label cohort study with 2 two-treatment groups 2). Both groups will be treated with a single oral administration of Diethylcarbamazine (DEC) 6 mg/kg + Albendazole (ALB) 400 mg + Ivermectin (IVR) 200 µg/kg (IDA). One treatment group will include men and women with W. bancrofti infections (\>50 Mf/ml, N=30). The other treatment group will include men and women who are free of W. bancrofti infection based on negative blood tests for both microfilariae (Mf) and circulating filarial antigen (N=30). Active follow-up for adverse events (AE) will be for 72hrs and passive follow-up for 7 days following treatment.  Participants will be followed again at 1 year to evaluate treatment efficacy. Individuals with severe AEs (grade 3 or higher) will be transported to the Agboville District Hospital and cared for by the hospital staff. Based on treatment of over 100 Lymphatic filariasis (LF) infected individuals any AEs develop within the first 72 hours following treatment and uncommonly up to 7 days post-treatment.  All individuals will be admitted to a single health center or hospital in Côte d'Ivoire.  Subjects will be monitored for 72-hours after treatment for safety and to facilitate sampling for drug analyses and safety tests. Participants will undergo clinical monitoring every 6 hours to evaluate potential adverse effects of Ivermectin + Diethylcarbamazine + Albendazole (IDA) treatment. Participants will also be monitored for hematologic, or biochemical abnormalities during the period of observation.",DRUG,1541,228,3,0,0.013157894736842105,0.0
NCT01232413,The objective of this study is to evaluate the effect of repeat oral dosing of ASP1941 on electrocardiogram (ECG) measurements.,DRUG,127,20,1,0,0.05,0.0
NCT04109313,The main objective to assess the long-term safety and tolerability of LOU064 in patients with chronic spontaneous urticaria (CSU) who have participated in study CLOU064A2201 (NCT03926611),DRUG,187,28,1,0,0.03571428571428571,0.0
NCT03715413,"Background: Breast pain, mastalgia or mastodynia, is recognized as an organic benign breast disease. Mastalgia may be bilateral, may be in only one breast or part of one breast, and may radiate to the axilla and down the medial aspect of the upper arm. This study aimed to evaluate the additional pulsed radiofrequency of 2nd , 3rd and 4th thoracic dorsal root ganglia to the routine regimen treatment of mastalgia tamoxifen 10 mg daily may improve breast pain severity and quality of life.  Method: Patients was randomly classified into two groups:Group A (n=13): they was received Tamoxifen 10 mg daily. Group B (n=13): they was received Tamoxifen 10 mg daily and pulsed radiofrequency of 2nd , 3rd and 4th thoracic dorsal root ganglia. The following parameters were monitored: Primary outcome: VAS after injection and at interval two weeks, 1, 2 and 3 months after injection. Secondary outcome:1-Immediate complications for ex. Hematoma, neurological deficits or respiratory insufficiency (dyspnea or pneumothorax).2-Need for analgesic intake was recorded.3-Side effect of Tamoxifen as nausea, vomiting, hot flashes and dizziness.4-Quality of life (The American Chronic Pain Association's Quality of life scale).",DRUG,1215,182,5,0,0.027472527472527472,0.0
NCT01285713,"To determine whether the addition of dextrose to IV fluids in the treatment of gastroenteritis leads to a decrease in serum ketones. Secondarily, the clinical benefits of dextrose containing fluids in the treatment of gastroenteritis will be assessed.",DRUG,251,38,1,0,0.02631578947368421,0.0
NCT04271813,This study is designed to evaluate the efficacy and safety of the combination of Anlotinib and Sintilimab in advanced colorectal cancer as first-line treatment.,DRUG,160,25,1,0,0.04,0.0
NCT00586482,"The goal of this pilot study is to determine the feasibility and potential effect size of nicotine lozenges as an adjunct to maintain brief preoperative abstinence, defined as not smoking the day of surgery.",DRUG,207,34,1,1,0.029411764705882353,0.029411764705882353
NCT02721082,The purpose of this study is to determine the impact and efficacy of a new approach to smoking cessation treatment versus the traditional approach.,DRUG,147,24,0,0,0.0,0.0
NCT01952782,"The investigators are seeking healthy volunteers and volunteers with reproductive disorders for the study of the role of dynorphin in the reproductive system. Dynorphin is a naturally occurring opioid hormone that is blocked by naloxone.  We hypothesize that naloxone, by blocking dynorphin, will stimulate production of gonadotropin-releasing hormone (GnRH) and kisspeptin, two other naturally occurring reproductive hormones.",DRUG,427,58,0,0,0.0,0.0
NCT00095524,The primary purpose of this study is to compare the affects of aripiprazole and olanzapine on weight change.,DRUG,108,18,0,0,0.0,0.0
NCT01261923,This study aims to investigate whether liver patients may tolerate alitretinoin by comparing metabolism in 8 such patients with the metabolism in 8 healthy controls,DRUG,164,23,2,0,0.08695652173913043,0.0
NCT02215759,"Evaluation of safety, tolerability and pharmacokinetics of multiple rising oral doses of BI 44370 TA in healthy male and female volunteers",DRUG,138,20,0,0,0.0,0.0
NCT00696059,"Studies on tumor necrosis factor alpha antagonist (anti-TNF) therapy in rheumatoid arthritis (RA) patients have found that erosive damage may ""heal"" in some RA patients treated with anti-TNF. Repeated examinations of adalimumab (Humira) treated RA patients, using computed tomography (CT), magnetic resonance imaging (MRI), ultrasonography (US) and radiography will allow detailed assessment of the extent of bone repair/healing during adalimumab (Humira) therapy.",DRUG,464,65,1,0,0.015384615384615385,0.0
NCT06319859,This study will evaluate the efficacy and safety of intrathecal non-preservative-free morphine and its effect on pain in patients undergoing unilateral inguinal hernia surgeries.,DRUG,178,26,1,0,0.038461538461538464,0.0
NCT04245280,The main objective of this study is to evaluate the effectiveness of the association of PENG and LFCN blocks on the quality of recovery 24 hours after total hip replacement surgery.,DRUG,181,30,1,0,0.03333333333333333,0.0
NCT01697059,"Several recent studies have examined the feasibility and benefits of nonoperative treatment of perforated appendicitis in children. One such study showed a trend toward longer operative times for patients randomized to immediate appendectomy, but no overall advantage. In another larger study, the costs of delayed appendectomy for perforated appendicitis were higher - in part related to readmissions in the interval (6-8 weeks). Nevertheless, these and other studies have demonstrated the safety of delaying appendectomy for perforated appendicitis.  Emergency appendectomy is a well-established approach, and postoperative recovery in children is fast. Nevertheless, from the onset of symptoms through the hospital stay and the postoperative recovery, appendicitis causes a disruption of a family's normal routine (absence from school and work) of up to 1-2 weeks. Because this is an unplanned operation, patients have to wait until an operating room becomes available, or elective operations have to be placed on hold to accommodate the emergency operation. Each year, more than 250 children undergo an appendectomy at HCH. This represents 250 episodes of emergency surgery, or about one emergency add-on operation per working day. If an initial trial of antibiotics is safe for the treatment of appendicitis, converting an emergency operation into an elective, scheduled outpatient procedure may reduce stress and disruption of routine for patients and their families - and may allow better operating room planning for health care professionals and hospitals.  The investigators hypothesize that initial antibiotic treatment of acute (non-perforated) appendicitis, followed by scheduled outpatient appendectomy, reduces the overall cost of treating the disease and results in greater patient and family satisfaction.  This pilot study aims to establish the safety and feasibility of treating acute appendicitis with intravenous antibiotics, followed by outpatient oral antibiotics. Patients and their families will be offered the possibility of initial nonoperative treatment and subsequent outpatient elective appendectomy in a nonrandomized, single arm study.",DRUG,2166,304,2,2,0.006578947368421052,0.006578947368421052
NCT02877979,"A double-blind, randomised, placebo-controlled, dose escalation trial to evaluate the safety and to assess local and systemic pharmacokinetics of ds003 vaginal tablets administered to healthy HIV-negative women.",DRUG,211,30,2,0,0.06666666666666667,0.0
NCT05572879,"This is a phase III, randomized, observer-blind, active-controlled, parallel group, multi-center study to compare the immunogenicity and safety of a preventive COVID-19 vaccine EuCorVac-19 to ChAdOx1 in healthy adults aged 18 years and older",BIOLOGICAL,241,36,0,0,0.0,0.0
NCT02819479,To assess the overall safety and efficacy of intra-arterial (IA) bevacizumab for the treatment of radiation necrosis. A single 2.5 mg/kg dose of bevacizumab will be given intra-arterially after osmotic blood-brain-barrier disruption.,DRUG,233,36,1,0,0.027777777777777776,0.0
NCT00388479,"Patients undergoing major abdominal surgery are at highest risk for developing postoperative ileus (POI), occurring in nearly all cases. Signs and symptoms of POI may include abdominal distention and bloating, persistent abdominal pain; nausea and/or vomiting; delayed passage or inability to pass flatus or stool; and inability to tolerate a solid diet. This study will test the ability of alvimopan 6 mg or 12 mg given 2 hours before the scheduled start of surgery to hasten the recovery of GI function in patients undergoing major abdominal surgery (bowel resection or abdominal hysterectomy).",DRUG,596,90,1,0,0.011111111111111112,0.0
NCT02398396,"This study will be an open label, exploratory immunogenicity study conducted by the Oxford Vaccine Group, University of Oxford. This study will investigate the breadth of protective activity of serum anti-FHbp antibody responses of adults immunized with 4CMenB (Bexsero®) vaccine as well as investigating the nature of the B-cell and T-cell responses induced by vaccination.  The investigators aim to enroll 15 to 20 healthy adults aged 18 to 60, who will be immunized with two doses of 4CMenB (Bexsero®) two months apart according to the licensed schedule. Blood samples will be obtained at baseline and after each dose of vaccine.",BIOLOGICAL,632,99,0,0,0.0,0.0
NCT03187496,"A non-randomized, multiple-dose, open-label, single sequence study to evaluate effect of concomitant administration of EDP-305 on the pharmacokinetics and safety of midazolam, caffeine, and rosuvastatin in healthy human volunteers.",DRUG,231,32,1,0,0.03125,0.0
NCT01329796,"Endometriosis is a disease of unknown aetiology that can cause severe dysmenorrhea. An altered immune system with elevated levels of cytokines in the peritoneal fluid as well as increased density of nerve fibres, might explain the pathophysiology of dysmenorrhea in endometriosis patients. Lignocaine has anti-inflammatory properties and exerts effect on nerve endings and intra peritoneal macrophages. Pertubation with lignocaine might represent an alternative treatment for endometriosis related dysmenorrhea and avoids the side-effects related to hormonal treatments. A double blind randomized clinical trial, was carried out to evaluate pertubation with lignocaine as a therapy for dysmenorrhea.",DRUG,699,97,3,0,0.030927835051546393,0.0
NCT01260896,The objective of this study was to compare the rate and extent of absorption of venlafaxine hydrochloride 150 mg extended-release capsules (test) versus Effexor® XR (reference) administered as 1 x 150 mg extended-release capsule under fasting conditions.,DRUG,254,36,0,0,0.0,0.0
NCT05286346,"This is a Phase4, multicenter, open-label, randomized study to demonstrate that the Tenolid Tab switching group is non-inferior to the virologic suppression effect compared to the Viread Tab continuous administration group and evaluate the safety of Tenolid Tab. This clinical trial was conducted on patients who were taking Viread Tab as monotherapy for more than 48 weeks for chronic hepatitis B.  At the time of screening(Visit 1), information on factors related to medical history and prognosis including Viread Tab administration were collected retrospectively from the subjects who voluntarily signed the informed consent form (ICF). Only subjects who are determined to be suitable for the study eligibility(inclusion/exclusion) criteria as a result of the screening evaluations are randomized in a 1:1 ratio to one of the two groups at the baseline.  Subjects will receive investigational product start on the next day of randomization for 48 weeks. Subjects will visit to the study site on 12, 24, 36, 24 weeks after starting dosing investigational product and evaluated for effectiveness of virologic suppression and safety.",DRUG,1133,168,1,0,0.005952380952380952,0.0
NCT00814346,"The aim of the study is to evaluate the effect of EGb761®, in comparison to placebo, on cerebral glucose metabolism, in three groups of elderly patients: newly diagnosed mild Alzheimer's disease (AD), memory complaint patients with cognitive impairment (MC) and memory complaint patients cognitively normal (CNE). The first phase includes four weeks treatment with EGb761® for all groups, with change in brain glucose metabolism at month 1 using 18 FDG-PET, as primary endpoint which will be followed by an open 17 months follow-up (FU) period with EGb761® treatment in MC and CNE patients.",DRUG,590,92,1,0,0.010869565217391304,0.0
NCT03435003,"Bariatric surgery remains the most effective therapy for obesity. Postoperative nausea and vomiting (PONV) are commonly reported following bariatric surgery. The proposed study focuses on the most common bariatric procedure performed, laparoscopic sleeve gastrectomy (LSG), and aims to assess the effect of a post-operative nausea and vomiting-specific intervention. The investigators hypothesize that the intervention group will experience a reduction of nausea-related prolonged hospital stay and significantly improve patient-reported quality of recovery from surgery and quality of life.",DRUG,591,81,1,0,0.012345679012345678,0.0
NCT02307227,"Prospective, monoinstitutional, phase II study. Patients with HER 2 positive locally advanced breast cancer will be treated with 3 initial cycles (12 weeks) of trastuzumab plus paclitaxel and then if responding further 12 weeks and then with surgical resection, patients with HER2 negative breast carcinoma will be treated with 4 cycles (12 weeks) of epirubicin and taxotere. If responding 4 more cycles (12 weeks). Patients progressing will be treated depending on physician's and patient's preference",DRUG,502,67,0,0,0.0,0.0
NCT02549027,"The purpose of this randomized, double-blind, placebo-controlled, 5-period crossover study is to assess the effect of single oral doses of MK-1064 on latency to persistent sleep (LPS) as measured by polysomnography (PSG) in healthy young male participants, and to evaluate the safety and tolerability of single oral doses of MK-1064 and MK-6096 in healthy young male participants. The primary efficacy hypothesis is that at least one dose of MK-1064 is superior to placebo in decreasing LPS in healthy male participants as assessed by PSG.",DRUG,539,86,2,0,0.023255813953488372,0.0
NCT05105542,"This exploratory study seeks to examine M1 receptor availability in SZ patients and to relate M1 receptor availability to proximal and distal measures of cognitive performance, namely evoked ɣ oscillations in the EEG and verbal memory. Furthermore, the relationship between hippocampal \[11C\]EMO availability (BPND), evoked ɣ oscillations, verbal memory, and measures of illness severity will be explored.",DRUG,406,56,0,0,0.0,0.0
NCT01160861,"This is a Phase Ib, randomized, blinded, placebo-controlled, multiple-ascending dose study in patients with seasonal or perennial allergic rhinitis to investigate the safety, tolerability, and pharmacokinetics (PK) of MEMP1972A.",DRUG,228,32,0,0,0.0,0.0
NCT07140627,"A random controlled trial, was held at Jinnah Hospital in Lahore, consisting of 60 male pediatrics (6 months to 12 years), who were undergoing unilateral inguinal herniotomy or hydrocele repair. Patients were randomly allocated in two groups: Group A alone received 1 mL/kg 0.25% bupivacaine, while Group B received the same dose with 1 μg/kg dexmedetomidine. The pain score was evaluated by Wong-Beker Face Scale postoperatively every two hours, rescue analgesia (intravenous paracetamol 10 mg/kg) when the pain score reached ≥4",DRUG,529,77,0,0,0.0,0.0
NCT01198327,This study evaluates long-term safety in patients with macular edema due to Retinal Vein Occlusion (RVO) originally enrolled in the BRAVO \& CRUISE trials and subsequently followed in the HORIZON extension trial.,DRUG,212,32,0,0,0.0,0.0
NCT00727961,"The aim of this study is to evaluate efficacy and tolerability, and number of positive response to treatment with CAELYX (50 mg/m\^2), administered as monotherapy once per 4 weeks to patients with metastatic epithelial ovarian cancer, resistant to previous platinum therapy.",DRUG,274,40,1,0,0.025,0.0
NCT01361542,"Ankylosing Spondylitis (AS) is a chronic painful progressive inflammatory arthritis of unknown etiology primarily affecting the spine and sacroiliac joints. In addition to formation of new bone leading to syndesmophytes and ankylosis; osteoporosis is also a prominent feature in AS-thus showing the paradox of new bone formation at abnormal sites coexisting with reduced bone mass \& increased fracture risk. Osteoporosis is a common complication of AS, with an incidence between 18.7% and 62%. TNF alpha has a central role in disturbing this balance in bone metabolism--resulting in accelerated alveolar bone loss and decreased strength- i.e. osteoporosis. The investigators hypothesis that anti TNF therapy is effective in active AS resistant to conventional therapy and helps in improving the bone density and over all bone health.",DRUG,834,124,0,0,0.0,0.0
NCT00780442,"In summary, this pilot study will explore the use of an innovative pharmacologic approach to the treatment of substance dependence through the facilitation of extinction of response to cocaine-conditioned cues in cocaine-dependent individuals. If DCS proves successful in this preliminary study, a controlled treatment trial will be planned. This novel approach could have implications for the treatment of multiple substance use disorders including methamphetamine, marijuana and opiate dependence.",DRUG,499,70,1,0,0.014285714285714285,0.0
NCT05635942,"The goal of this prospective randomized clinical trial is to compare the rate of Helicobacter Pylori (HP) eradication after standard or dose-optimized amoxicillin quadritherapy in patients naïve to any anti-HP treatment and with chronic HP infection documented by histological examination. The main questions it aims to answer are:  * compare the eradication rate of H.Pylori after a standard concomitant quadritherapy with 2g of amoxicillin versus an optimized quadritherapy with 3g of amoxicillin, in Tunisian population * Identify different factors associated with poor therapeutic response Patients were randomly assigned to either standard quadruple therapy (Qs-14: amoxicillin 1g twice daily, clarithromycin 500mg twice daily, metronidazole 500mg twice daily and esomeprazole 40mg twice daily for 14 days), or optimized quadruple therapy (Qo-14: amoxicillin 1g three times a day, clarithromycin 500mg twice daily, metronidazole 500mg twice daily and esomeprazole 40mg twice daily for 14 days). Eradication control was performed by urea breath test.",DRUG,1054,149,0,0,0.0,0.0
NCT01386242,The purpose of this study is to evaluate the efficacy and safety of recombinant anti-tumor and anti-virus protein for injection in treating patients with metastatic colorectal cancer after failure of second-line and more than second-line treatment.,DRUG,248,40,1,1,0.025,0.025
NCT00632242,"To evaluate the overall safety and tolerability of ARC1779, a therapeutic oligonucleotide (""aptamer"") in patients with three types of von Willebrand Factor related platelet disorders.",DRUG,183,25,1,0,0.04,0.0
NCT00840242,The purpose of this study is to test the success rate of smoking reduction or cessation with different nicotine products.,DRUG,121,20,0,0,0.0,0.0
NCT00700986,"The purpose of the study is to determine whether treatment with a single 800mg dose of AZD9056, a medication which has been developed as a possible treatment for Rheumatoid Arthritis, has an effect on the function of the retina",DRUG,227,39,2,0,0.05128205128205128,0.0
NCT01031186,"This study will evaluate the safety, tolerability, and pharmacokinetics of GSK356278 in male volunteers",DRUG,103,14,1,0,0.07142857142857142,0.0
NCT04142086,"The primary objectives of the study are:  * To describe the safety profile of each of the 3 dosages of vYF and of YF-VAX® within the 28 days post-vaccination and up to the 6 months (Day 180) post-vaccination visit * To describe the antibody responses elicited by each of the 3 dosages of vYF and by YF-VAX on Day 0 pre-vaccination and then on Day 10, Day 14, Day 28 and 6 months (Day 180) post-vaccination overall and by baseline flavivirus serostatus * To quantify the detectable yellow fever (YF) vaccinal viremia in each vaccine groups (vYF and YF-VAX) in a subset of subjects on Day 0 visit, Day 1 visit, Day 3 visit, Day 5 visit, Day 7 visit, Day 10 visit, and Day 14 visit.",BIOLOGICAL,679,113,0,0,0.0,0.0
NCT02808455,"This was a randomized, 2-period, 2-treatment-sequence crossover study to determine the relative bioavailability of pacritinib following administration as a 400 mg oral dose of four 100 mg pacritinib capsules and an 80 mg dose of an oral solution and to characterize the PK and major human metabolites of pacritinib.",DRUG,315,47,0,0,0.0,0.0
NCT02337855,"This is a Phase I, first-in-human study of a vaccine against S. mansoni infection.The study will recruit 72 healthy adult males and non-pregnant females from a single clinical center to test two formulations of Sm-TSP-2 vaccine (using the Alhydrogel® only, and using Alhydrogel® plus GLA-AF), each at 3 different doses: 10ug, 30ug, and 100ug. The primary objective is to assess the safety and reactogenicity of ascending doses of Sm-TSP-2/Alhydrogel® (10ug, 30ug, or 100ug) with or without GLA-AF vaccine given as three doses administered on Days 1, 57, and 113.",BIOLOGICAL,562,93,1,1,0.010752688172043012,0.010752688172043012
NCT04691726,"The aim of the study is to test the effectiveness and safety of the use of lidocaine infusion in multimodal analgesic management. A group of patients undergoing vascular surgery performed with the classic technique on the aorta - with the opening of the abdominal cavity will be enrolled. The population of patients qualified for this type of vascular surgery is usually burdened with multiple diseases, mainly risk factors or cardiovascular diseases, which, combined with hemodynamic fluctuations, large fluid shifts (including bleeding) and stress for the body, affects the risk of serious cardiological complications, which in this group exceeds 5% and is the highest, according to the ESC / ESA (European Society of Cardiology / European Society of Anesthesiology) classification from 2014. Proper postoperative pain control is therefore becoming one of the key pillars of postoperative care in this group of patients.  Due to the numerous disease burden of patients and the operational specifics, the use of multimodal therapy in the management of pain is of particular importance, as the use of high doses of opioids improves hemodynamic stability, but at the same time affects the occurrence of side effects - mainly excessive sedation, respiratory disorders, hypoventilation and, consequently, for hypoxia of the heart muscle. The risk of myocardial injury in non-cardiac surgery (MINS) is significant in the light of the available literature.  Lidocaine used in intravenous infusion is one of the recommended components of multidirectional analgesia. Its adjuvant properties make it possible to reduce the amount of opioid drugs used, and thus - to reduce the frequency of their side effects. The high effectiveness of such a procedure has been proven in numerous experimental and epidemiological studies. Due to the low frequency of side effects associated with its use, the therapy has a strong recommendation for use in relieving perioperative pain. The analysis of the literature on the subject shows that there is little data assessing effectiveness of lidocaine infusion in relation to the group of patients after surgery on the abdominal aorta.",DRUG,2160,327,1,0,0.0030581039755351682,0.0
NCT01717326,This is a study of the safety and efficacy of grazoprevir (MK-5172) in combination with elbasvir (MK-8742) ± ribavirin (RBV). The primary efficacy endpoint will be Sustained Virologic Response 12 weeks after the end of all study therapy (SVR12) in each of the treatment arms.,DRUG,275,43,0,0,0.0,0.0
NCT03174548,Primary Objective:  To evaluate the effect of food on the single-dose pharmacokinetics of sotagliflozin relative to a fasted state in healthy adult male and female subjects.  Secondary Objectives:  * To evaluate the effect of food on the single-dose pharmacokinetics of the main metabolite (sotagliflozin 3-O-glucuronide) relative to a fasted state in healthy adult male and female subjects. * To investigate the relative bioavailability of sotagliflozin tablet to oral solution under fasting conditions * To evaluate safety and tolerability of single-dose sotagliflozin under fed and fasted conditions in healthy adult male and female subjects.,DRUG,645,94,3,0,0.031914893617021274,0.0
NCT00702585,The objectives of this trial were to investigate the feasibility and the optimal dose of a single administration of Org 36286 to induce monofollicular ovulation in women with WHO Group II anovulatory infertility and to assess the safety (including the absence of antibody formation) of Org 36286.,DRUG,296,45,1,1,0.022222222222222223,0.022222222222222223
NCT00885885,The purpose of the study is to evaluate the efficacy and safety of the combination of Panitumumab with FOLFOX 4 Chemotherapy or Panitumumab with FOLFIRI Chemotherapy in Subjects with Wild- Type KRAS Colorectal Cancer and liver-only Metastases.,DRUG,243,37,1,0,0.02702702702702703,0.0
